mid,汽车品牌,详细车型,车型ID
30,日产,骐达,qida
32,海马,海马7X,haimavf00
32,海马,海马7X-E,haima7xe
32,海马,海马INJOY,haimainjoyl
33,中兴,中兴1949,zhongxingg9
33,中兴,中兴1949房车,zhongxing1949yuanzhengban
33,中兴,中兴1986,weishig7
33,中兴,威虎,zhongxingweihu
33,中兴,小老虎,xiaolaohu
34,吉利汽车,博越,jilinl3
34,吉利汽车,博越L,visionstarburst
34,吉利汽车,博越REV,haoyuer7
34,吉利汽车,吉利ICON,jiliicon
34,吉利汽车,吉利雷达地平线,radarpika-9654
34,吉利汽车,吉利雷达金刚,leidard5
34,吉利汽车,帝豪,jilixindihao
34,吉利汽车,帝豪甲醇,dihaojiachun
34,吉利汽车,星瑞,jilipreface
34,吉利汽车,星越L,jilikx11
34,吉利汽车,牛仔,niuzi
34,吉利汽车,睿蓝蓝气球,ruilanlanjingling
34,吉利汽车,缤瑞,binrui
34,吉利汽车,缤越,sx11
34,吉利汽车,豪越L,haoyuel
34,吉利汽车,豪越X3,haoyuex3
35,江汽集团,冰博士帅铃,bingboshishuailing
35,江汽集团,冰博士康铃,bingboshikangling
35,江汽集团,冰博士骏铃,bingboshijunling
35,江汽集团,多米EV1,duomiev1
35,江汽集团,大金牛,dajinniu
35,江汽集团,大金牛mini,dajinniumini
35,江汽集团,大金牛pro,dajinniupro
35,江汽集团,帅铃E,shuailingezhongti
35,江汽集团,帅铃Q3,shuailingq3
35,江汽集团,帅铃Q5,shuailingq5
35,江汽集团,帅铃Q6,shuailingq6
35,江汽集团,帅铃Q7,shuailingq7
35,江汽集团,帅铃Q8,shuailingq8
35,江汽集团,帅铃Q9,shuailingq9
35,江汽集团,帅铃i6,shuailingi6
35,江汽集团,康铃H3,kanglingh3
35,江汽集团,康铃H5,kanglingh5
35,江汽集团,康铃H6,kanglingh6
35,江汽集团,康铃J3,kanglingj3
35,江汽集团,康铃J5,kanglingj5
35,江汽集团,康铃J6,kanglingj6
35,江汽集团,恺达EX6,kaidaex6
35,江汽集团,恺达U7,kaidau7
35,江汽集团,恺达X1,kaidax1
35,江汽集团,恺达X5,kanglingx5
35,江汽集团,恺达X5献礼版,kaidax5xianliban
35,江汽集团,恺达X6,kanglingx6
35,江汽集团,恺达X7,kaidax7
35,江汽集团,悍途,shuailingt9
35,江汽集团,悍途新能源,hantuev
35,江汽集团,擎天柱,qingtianzhu
35,江汽集团,星锐,xingrui
35,江汽集团,星锐EV,xingruiev
35,江汽集团,格尔发A5,geerfaa5
35,江汽集团,格尔发A6,geerfaa6
35,江汽集团,格尔发K3,geerfak3
35,江汽集团,格尔发K5,geerfak5
35,江汽集团,格尔发K6,geerfak6
35,江汽集团,格尔发K7,geerfak7
35,江汽集团,格尔发V7,geerfav7
35,江汽集团,江淮T6,shuailingt6
35,江汽集团,江淮T8,shuailingt8
35,江汽集团,江淮iEV7,jianghuaiiev7
35,江汽集团,江淮iEVA50,jianghuaiiev
35,江汽集团,江淮卡拉,jianghuaikala-10736
35,江汽集团,江淮征程W1,zhengchengw1
35,江汽集团,蓝猫,lanmaom1
35,江汽集团,运多多,yunduoduo
35,江汽集团,骏铃E3,junlinge3
35,江汽集团,骏铃E5,junlinge5
35,江汽集团,骏铃V3,junlingv3
35,江汽集团,骏铃V5,junlingv5
35,江汽集团,骏铃V6,junlingv6
35,江汽集团,骏铃V7,junlingv7
35,江汽集团,骏铃V8,junlingv8
35,江汽集团,骏铃V9,junlingv9
35,江汽集团,骏铃V9L,junlingv9l
37,江铃,E福顺小卡,jianglingefushunxiaoka
37,江铃,E路达,eluda-10339
37,江铃,E路顺,elushun
37,江铃,E路顺V6,elushunv6
37,江铃,E顺达,jianglingeshunda
37,江铃,凯威,kaiwei
37,江铃,凯运,kaiyunlanjing
37,江铃,凯运+,kaiyun-11152
37,江铃,凯运升级版,kaiyun
37,江铃,域虎,yuhu-11631
37,江铃,域虎7,yuhu-3767
37,江铃,域虎EV,yuhuev
37,江铃,大道,dadaoranger
37,江铃,大道多功能车,dadaoduogongnengche
37,江铃,大道新能源,dadaorangerchundianban
37,江铃,宝典,baodian
37,江铃,江铃E福顺,jianglingefushun
37,江铃,江铃福顺,jianglingfushun
37,江铃,特顺,teshun
37,江铃,蓝鲸,lanjing
37,江铃,顺威,shunwei
37,江铃,顺达EV,shundaev
37,江铃,顺达宽体,shunda
37,江铃,顺达窄体,kaiyunzhaiti
39,金杯,吉运E6,jiyune6
39,金杯,吉运E9,jiyune8
39,金杯,新海豚EV,xinhaitunev
39,金杯,金杯T2S,jinbeit20s
39,金杯,金杯T3,t30
39,金杯,金杯T5,t50
39,金杯,金杯大海狮,dahaishi-3737
39,金杯,金杯小海狮X30,jinbeix30
39,金杯,金杯新快运,jinbeikuaiyun-6041
39,金杯,金杯新海狮X30L,xiaohaishix30l
39,金杯,金杯新能源新海狮EV,xinhaishiev
39,金杯,金杯海狮,xinhaishi
39,金杯,金杯海狮EV,jinbeihaishiev
39,金杯,金杯海狮王,jinbeihaishiwang
39,金杯,金杯海狮王EV,jinbeihaishiwangev
39,金杯,金杯金卡S2,jinkas2
39,金杯,金杯金卡S3,jinbeixinkas30
39,金杯,金杯金卡S6,jinkas6
40,菲亚特,菲亚特500,feiyate500
40,菲亚特,菲亚特Grande Panda,feiyategrandepanda
41,依维柯,依维柯Ouba,yueyeche
41,依维柯,依维柯得意,deyi
41,依维柯,依维柯欧胜,daily
41,依维柯,依维柯欧胜新能源,yiweikeoushengchundiandong
41,依维柯,依维柯欧霸,ouba
41,依维柯,依维柯欧风,yiweikeoufeng
41,依维柯,依维柯聚星,fidato
41,依维柯,依维柯聚星新能源,yiweikejuxingchundiandong
41,依维柯,意路达,yiluda
42,奇瑞,JAECOO J5新能源,qiruij5ev
42,奇瑞,奇瑞KP11,qiruikp11
42,奇瑞,奇瑞KP11新能源,qiruikp11xinnengyuan
42,奇瑞,奇瑞iBar,qiruiibar
42,奇瑞,奇瑞劲云概念车,qiruijingyungainianche
42,奇瑞,奇瑞概念车,qiruigainianche
42,奇瑞,奇瑞猎风概念车,qiruiliefenggainianche
42,奇瑞,奇瑞飞行汽车,qiruifeixingqiche
42,奇瑞,探索06 C-DM,luyingjiacdm
42,奇瑞,欧萌达,qiruixc
42,奇瑞,欧萌达3,oumengda3
42,奇瑞,欧萌达C5,oumengdac5
42,奇瑞,欧萌达C7新能源,oumengdac7
42,奇瑞,欧萌达E5,oumengdachadianhundong
42,奇瑞,瑞擎V6,ruiqingv6
42,奇瑞,瑞虎3x,ruihu3x
42,奇瑞,瑞虎4,ruihu4
42,奇瑞,瑞虎5,ruihu5
42,奇瑞,瑞虎5x,ruihu5x
42,奇瑞,瑞虎7,ruihu7
42,奇瑞,瑞虎7 PLUS,ruihu7plus
42,奇瑞,瑞虎7 PLUS新能源,qiruiruihu7plusxinnengyuan
42,奇瑞,瑞虎7L,ruihu7l
42,奇瑞,瑞虎8,ruihu8
42,奇瑞,瑞虎8 C-DM,ruihu8cdm-11292
42,奇瑞,瑞虎8 PLUS,ruihu8plus
42,奇瑞,瑞虎8 PLUS C-DM,ruihu8cdm
42,奇瑞,瑞虎8 PRO,ruihu8pro
42,奇瑞,瑞虎8 PRO新能源,ruihu8prokunpenge
42,奇瑞,瑞虎8L,ruihu8l
42,奇瑞,瑞虎9,qiruit26
42,奇瑞,瑞虎9 C-DM,ruihu9cdm
42,奇瑞,瑞虎9L,ruihu9l
42,奇瑞,瑞虎V,ruihuv
42,奇瑞,艾瑞泽5,qiruiairuize5
42,奇瑞,艾瑞泽5 GT,airuize5gt
42,奇瑞,艾瑞泽5 PLUS,airuize5plus
42,奇瑞,艾瑞泽8,m1e
42,奇瑞,艾瑞泽8 C-DM,airuize8cdm
42,奇瑞,艾瑞泽8 PRO,airuize8pro
43,庆铃五十铃,庆铃五十铃T17,qinglingt17
43,庆铃五十铃,庆铃五十铃T28,qinglingwushilingt28
43,庆铃五十铃,庆铃五十铃T30探险家,qinglingwushilingt30tanxianjia
43,庆铃五十铃,庆铃五十铃轻型商用车,qinglingqingka
43,庆铃五十铃,庆铃五十铃达咖,daka
43,庆铃五十铃,庆铃五十铃达咖H,dakah
43,庆铃五十铃,庆铃五十铃达咖新能源,qinglingchundianpika
48,五菱汽车,五菱Air ev晴空,wulingairev
48,五菱汽车,五菱E10,wulinge10
48,五菱汽车,五菱E5,wulinge5
48,五菱汽车,五菱EV50,wulingrongguangev
48,五菱汽车,五菱EV80,wulingev80
48,五菱汽车,五菱NanoEV,wulingnano
48,五菱汽车,五菱之光,wulingzhiguang
48,五菱汽车,五菱之光小卡,wulingzhiguangxiaoka
48,五菱汽车,五菱之光新能源,wulingzhiguangxinnengyuan
48,五菱汽车,五菱凯捷,wulingvictory
48,五菱汽车,五菱宏光,wulinghongguang
48,五菱汽车,五菱宏光PLUS,wulinghongguangplus
48,五菱汽车,五菱宏光S,wulinghongguangs
48,五菱汽车,五菱宏光S3,wulinghongguangs3
48,五菱汽车,五菱宏光V,wulinghongguangv
48,五菱汽车,五菱宏光新能源,wulinghongguangev
48,五菱汽车,五菱征程,wulingzhengcheng
48,五菱汽车,五菱征程EV,wulingzhengchengev
48,五菱汽车,五菱征途,wulingzhengtu
48,五菱汽车,五菱扬光,wulingyangguangev
48,五菱汽车,五菱扬光电卡,wulingyangguangdianka
48,五菱汽车,五菱星云,wulingxingyun
48,五菱汽车,五菱星光,wulingxingguang
48,五菱汽车,五菱星光S,wulingxingguangs
48,五菱汽车,五菱星辰,wulingxingchen
48,五菱汽车,五菱星驰,wulingxingchi
48,五菱汽车,五菱电卡,wulingdianka
48,五菱汽车,五菱缤果,wulingbinguo
48,五菱汽车,五菱缤果PLUS,wulingbinguoplus
48,五菱汽车,五菱荣光,wulingrongguang
48,五菱汽车,五菱荣光S,wulingrongguangs
48,五菱汽车,五菱荣光V,hongguangv
48,五菱汽车,五菱荣光小卡,wulingrongguangxiaoka-4571
48,五菱汽车,五菱荣光小卡EV,wulingrongguangxiaokaev
48,五菱汽车,五菱荣光小卡专用车,wulingrongguangxiaokayikaiqi
48,五菱汽车,五菱荣光小卡专用车EV,wulingrongguangxiaokazhuanyongcheev
48,五菱汽车,五菱荣光新卡,wulingrongguangxinka
48,五菱汽车,五菱荣光新卡EV,wulingrongguangxinkaev
48,五菱汽车,五菱荣光新卡专用车,wulingrongguangxinkayikaiqi
48,五菱汽车,五菱荣光新卡房车,wulingrongguangxinkafangche
48,五菱汽车,五菱荣光纯电版,wulingrongguangev-6595
48,五菱汽车,五菱龙卡,wulinglongka
48,五菱汽车,宏光MINIEV,hongguangminiev
48,五菱汽车,星光560,wulingxingguang580-11907
48,五菱汽车,星光560新能源,wulingxingguang580
48,五菱汽车,星光730,wulingxingguang730
48,五菱汽车,星光730新能源,wulingxinnengyuanmpv
48,五菱汽车,星光L,wulingxingguangl
48,五菱汽车,缤果Pro,wulingbinguopro
48,五菱汽车,缤果S,wulingbinguos
49,雪佛兰,Cobalt,cobalt
49,雪佛兰,Suburban,xuefolansuburban-6191
49,雪佛兰,创酷,xuefolantrax
49,雪佛兰,太浩,xuefolantahoe
49,雪佛兰,巡领者,xunlingzhe
49,雪佛兰,开拓者,xuefolanblazer
49,雪佛兰,探界者,equinoxtanjiezhe
49,雪佛兰,探界者(海外),tanjiezhehaiwai
49,雪佛兰,探界者PLUS,tanjiezheplus
49,雪佛兰,探界者新能源,tanjiezhexinnengyuan
49,雪佛兰,星迈罗,seeker
49,雪佛兰,畅巡,menlo
49,雪佛兰,科尔维特,keerweitec6
49,雪佛兰,索罗德,suoluode
49,雪佛兰,索罗德 EV,suoluodeev
49,雪佛兰,迈锐宝XL,malibuxl
49,雪佛兰,雪佛兰FNR-XE,xuefolanfnrxe
51,克莱斯勒,大捷龙(进口),kelaisiledajielong
52,黄海,Smile,smlie
52,黄海,黄海·威龙,huanghain7
52,黄海,黄海·翔龙,huanghain1
52,黄海,黄海·翔龙S,huanghain1s
52,黄海,黄海·蛟龙,huanghain2
52,黄海,黄海·蛟龙 纯电动,huanghaijiaolongchundiandong
52,黄海,黄海·蛟龙X,huanghaijiaolongx
52,黄海,黄海·野牛,huanghaiyeniu
53,一汽,森雅R7,senyar7
57,金龙,凯歌,jinlongkaige
57,金龙,凯歌新能源,kaigexinnengyuan
57,金龙,凯锐浩克,kairuihaoke
57,金龙,金威,jinlongjinwei
57,金龙,金龙龙耀5,jinlonglongyao5
57,金龙,金龙龙耀6,jinlonglongyao6
57,金龙,金龙龙耀6S,jinlonglongyao6s
57,金龙,金龙龙耀8,jinweichundiandong
57,金龙,金龙龙耀8S,jinlonglongyao8s
59,奔腾,奔腾B70,bentengb70
59,奔腾,奔腾NAT,bentenge05
59,奔腾,奔腾T90新能源,bentengt90phev
59,奔腾,奔腾小马,bentenge131
59,奔腾,悦意03,yueguan03
59,奔腾,悦意07,yueyi07
59,奔腾,悦意08,yueyi08
77,众泰,众泰T300 EV,zhongtait300ev
78,荣威,家越06,jiayue06
78,荣威,家越07,rongweisuv-12303
78,荣威,家越09,jiayue09
78,荣威,明珠,mingzhu
78,荣威,荣威D5X DMH,rongweid5x
78,荣威,荣威D6,rongweid6
78,荣威,荣威D7,rongweid7
78,荣威,荣威E6,rongweie6
78,荣威,荣威M7 DMH,rongweim7
78,荣威,荣威RX5,rx5
78,荣威,荣威RX9,rongweirx9
78,荣威,荣威eRX5,rongweierx5-5122
78,荣威,荣威i5,rongweii5
78,荣威,荣威i6,rongweii6-12177
78,荣威,荣威i6 MAX EV,rongweii6maxev
78,荣威,荣威iMAX8,rongweiim8
78,荣威,荣威iMAX8新能源,rongweiimax8ev
78,荣威,飞凡F7,feifanf7
78,荣威,飞凡R7,rqichees33
78,荣威,飞凡RC7,feifanrc7
79,名爵,MG 07,mg07
79,名爵,MG 4X,mg4x
79,名爵,MG Cyberster,cyberster
79,名爵,MG ES5,mingjues5
79,名爵,MG S9 EV,mgs9ev
79,名爵,MG3,mgzp11
79,名爵,MG4,mgeh32
79,名爵,MG5,mg5
79,名爵,MG6,mingjuemg6
79,名爵,MG7,mingjue7xi
79,名爵,MG9 EV,mg9ev
79,名爵,名爵MGB,mgb
80,劳斯莱斯,古思特,gusite
80,劳斯莱斯,幻影,laosilaisihuanying
80,劳斯莱斯,库里南,kulinan
80,劳斯莱斯,闪灵,shanling
80,劳斯莱斯,魅影,meiying
81,MINI,MINI,mini-3297
81,MINI,MINI ACEMAN JCW 新能源(海外),miniacemanjcw
81,MINI,MINI ACEMAN(海外),miniaceman
81,MINI,MINI CABRIO,minicoupe
81,MINI,MINI COUNTRYMAN,countryman
81,MINI,MINI COUNTRYMAN新能源,countrymanchadianhundong
81,MINI,MINI JCW,minijcw-4020
81,MINI,MINI JCW CABRIO,minijcwcabrio
81,MINI,MINI JCW COUNTRYMAN,countrymanjcw
81,MINI,MINI JCW 新能源(海外),minijcwxinnengyuan-11278
81,MINI,MINI新能源(进口),minichundiandong
81,MINI,电动MINI ACEMAN,miniaceman-10780
81,MINI,电动MINI COOPER,minixinnengyuan-10707
81,MINI,电动MINI JCW,diandongminijcw
81,MINI,电动MINI JCW ACEMAN,diandongminiacemanjcw
82,保时捷,Cayenne,baoshijiecayenne
82,保时捷,Cayenne新能源,baoshijiecayennechadianhundong
82,保时捷,Macan,macan
82,保时捷,Macan 纯电动,macanchundiandong
82,保时捷,Mission R,missionr
82,保时捷,Mission X,missionx
82,保时捷,Panamera,panamera
82,保时捷,Panamera E-Hybrid,baoshijiepanamerachadianhundong
82,保时捷,Taycan,baoshijietaycan
82,保时捷,保时捷718,baoshijie718
82,保时捷,保时捷718新能源,baoshijie718xinnengyuan
82,保时捷,保时捷911,baoshijie911
82,保时捷,保时捷GT4 e-Performance,gt4eperformance
82,保时捷,保时捷Vision 357,baoshijievision357
83,莲花跑车,ELETRE,type132
83,莲花跑车,EMEYA,lutesiemeya
83,莲花跑车,EMIRA,emira
83,莲花跑车,FOR ME,forme
83,莲花跑车,Theory 1,theory1
85,宾利,Batur,mullinerbatur
85,宾利,欧陆,binlioulu
85,宾利,欧陆 插电混动,ouluchadianhundong
85,宾利,添越,exp9f
85,宾利,添越 插电混动,tianyuephev
85,宾利,飞驰 插电混动,feichichadianhundong
86,兰博基尼,Aventador,aventador
86,兰博基尼,Countach,countach
86,兰博基尼,Diablo,diablo
86,兰博基尼,Huracán,huracan
86,兰博基尼,Jalpa,jalpa-8403
86,兰博基尼,Miura,miura
86,兰博基尼,Reventon,reventon
86,兰博基尼,Revuelto,revuelto
86,兰博基尼,Sián,lanbojinisian
86,兰博基尼,Temerario,temerario
86,兰博基尼,Urus SE,uruschadianhundong
86,兰博基尼,V12 Vision Gran Turismo,v12visiongranturismo
86,兰博基尼,Veneno,veneno-6533
89,smart,smart精灵#1,smartjingling1-9308
89,smart,smart精灵#1(海外),smartjingling1
89,smart,smart精灵#2,smartjingling2
89,smart,smart精灵#3,smartjingling3
89,smart,smart精灵#5,smartjingling5
89,smart,smart精灵#6,smartjingling6
91,法拉利,Amalfi,amalfi
91,法拉利,Purosangue,purosangue
91,法拉利,法拉利12Cilindri,falali12cilindri
91,法拉利,法拉利296,falali296
91,法拉利,法拉利849,falali849
91,法拉利,法拉利F80,falalif250
91,法拉利,法拉利HC25,falalihc25
91,法拉利,法拉利SF90,sf90stradale
92,阿尔法·罗密欧,33 Stradale,33stradale
92,阿尔法·罗密欧,Giulia朱丽叶,aerfaluomiougiulia
92,阿尔法·罗密欧,Junior,junior
92,阿尔法·罗密欧,Stelvio斯坦维,aerfaluomioustelvio
93,玛莎拉蒂,Ghibli,ghibli
93,玛莎拉蒂,GranCabrio,grancabrio
93,玛莎拉蒂,GranCabrio Folgore,grancabriofolgore
93,玛莎拉蒂,GranTurismo,mashaladigt
93,玛莎拉蒂,Grecale格雷嘉,grecale
93,玛莎拉蒂,Grecale格雷嘉Folgore,grecalefolgore
93,玛莎拉蒂,Levante,mashaladilevante
93,玛莎拉蒂,MCPURA,mashaladimcpura
93,玛莎拉蒂,MCXtrema,project24
93,玛莎拉蒂,玛莎拉蒂MC20,mashaladimc20
94,雷克萨斯,雷克萨斯ES,leikesasies
94,雷克萨斯,雷克萨斯ES新能源,leikesasiesxinnengyuan
94,雷克萨斯,雷克萨斯GX,leikesasigx
94,雷克萨斯,雷克萨斯LBX,leikesasilbx
94,雷克萨斯,雷克萨斯LC,leikesasilc
94,雷克萨斯,雷克萨斯LF-30,leikesasilf30
94,雷克萨斯,雷克萨斯LF-ZC,leikesasilfzc
94,雷克萨斯,雷克萨斯LF-ZL,leikesasilfzl
94,雷克萨斯,雷克萨斯LM,leikesasilm
94,雷克萨斯,雷克萨斯LS,leikesasils
94,雷克萨斯,雷克萨斯LX,leikesasilx
94,雷克萨斯,雷克萨斯NX,leikesasinx
94,雷克萨斯,雷克萨斯NX 插电混动,leikesasinxchadianhundong
94,雷克萨斯,雷克萨斯RX,leikesasirx
94,雷克萨斯,雷克萨斯RX 插电混动,leikesasirxchadianhundong
94,雷克萨斯,雷克萨斯RZ,leikesasirz
95,林肯,ZEPHYR,zephyr
95,林肯,冒险家,linkencorsair
95,林肯,冒险家 PHEV,linkencorsairchadianhundong-6163
95,林肯,林肯Star,linkenstar
95,林肯,林肯Z,zephyr-8039
95,林肯,航海家,hanghaijia-6729
95,林肯,领航员,linkenlinghangyuan
95,林肯,飞行家,feixingjia
96,路虎,卫士,luhuweishi
96,路虎,发现,diwudaifaxian
96,路虎,揽胜,luhulansheng
96,路虎,揽胜新能源,lanshengchadianhundong
96,路虎,揽胜星脉,lanshengxingmai
96,路虎,揽胜极光,lanshengjiguang
96,路虎,揽胜运动,lanshengyundongban
97,阿斯顿·马丁,V12 SPEEDSTER,asidunmadingv12speedster
97,阿斯顿·马丁,V8 Vantage,v8vantage
97,阿斯顿·马丁,Valhalla,asidunmadingamrb003
97,阿斯顿·马丁,Valiant,valiant
97,阿斯顿·马丁,Valour,valour
97,阿斯顿·马丁,Vanquish,vanquish
97,阿斯顿·马丁,阿斯顿·马丁DB12,asidunmadingdbgt
97,阿斯顿·马丁,阿斯顿·马丁DBR22,dbr22
97,阿斯顿·马丁,阿斯顿·马丁DBX,asidunmadingdbx-6008
98,捷豹,捷豹E-PACE,jiebaoepace-5156
98,捷豹,捷豹Type 00,jiebaotype00
98,捷豹,捷豹XFL,jiebaoxfl
99,雷诺,Espace,espace-10762
99,雷诺,Estafette,estafette
99,雷诺,Grand Koleos,dakeleiao
99,雷诺,H1st Vision Concept,h1stvisionconcept
99,雷诺,Kangoo新能源,leinuokangoo
99,雷诺,Kardian,kardian
99,雷诺,Master新能源,leinuomasterxinnengyuan
99,雷诺,Rafale,rafale
99,雷诺,Rafale新能源,rafalephev
99,雷诺,Trafic新能源,traficxinnengyuan
99,雷诺,Twingo E-Tech,twingoetech
99,雷诺,卡缤,captur
99,雷诺,梅甘娜新能源,meigannachadianhundong
99,雷诺,雷诺5 E-Tech,leinuo5
99,雷诺,雷诺R4,leinuor4
99,雷诺,风景,fengjing
99,雷诺,风景新能源,scenicvision
100,英菲尼迪,QX Monograph,qxmonograph
100,英菲尼迪,Vision Qe,visionqe
100,英菲尼迪,英菲尼迪QX50,yingfeinidiqx50
100,英菲尼迪,英菲尼迪QX60,yingfeinidiqx60-7622
100,英菲尼迪,英菲尼迪QX80,yingfeinidiqx80
102,KGM,托雷斯,torres
104,欧宝,欧宝Corsa GSE,oubaocorsagse
104,欧宝,欧宝Experimental,oubaoexperimental
104,欧宝,欧宝Mokka-e,oubaomokkachundiandong
104,欧宝,欧宝Rocks-e,oubaorockse
104,欧宝,雅特新能源,yatechadianhundong
107,凯迪拉克,CELESTIQ,kaidilakecelestiq
107,凯迪拉克,ESCALADE IQ,kaileideiq
107,凯迪拉克,IQ傲歌,optiq
107,凯迪拉克,IQ锐歌,lyriq
107,凯迪拉克,LYRIQ-V,lyriqv
107,凯迪拉克,Opulent Velocity,opulentvelocity
107,凯迪拉克,凯威德,vistiq-11581
107,凯迪拉克,凯迪拉克CT4,kaidilakect4-6075
107,凯迪拉克,凯迪拉克CT4-V,kaidilakect4v
107,凯迪拉克,凯迪拉克CT5,kaidilakect5-5895
107,凯迪拉克,凯迪拉克CT5-V,ct5v
107,凯迪拉克,凯迪拉克CT6,kaidilakect6
107,凯迪拉克,凯迪拉克GT4,kaidilakegt4
107,凯迪拉克,凯迪拉克XT4,kaidilakext4
107,凯迪拉克,凯迪拉克XT5,kaidilakext5
107,凯迪拉克,凯迪拉克XT5 插电混动,kaidilakext5chadianhundong
107,凯迪拉克,凯迪拉克XT6,kaidilakext6-5587
107,凯迪拉克,凯雷德,kaidilakekaileide
109,GMC,GMC Sierra,sierra
109,GMC,HUMMER EV PICKUP,hummerev
109,GMC,HUMMER EV SUV,hummerevsuv
109,GMC,育空,yukon
110,光冈,光冈M55,m55
111,斯巴鲁,LEVORG,sibalulevorg-5783
111,斯巴鲁,傲虎,sibaluaohu
111,斯巴鲁,岚鲲,solterra
111,斯巴鲁,斯巴鲁BRZ,sibalubrz
111,斯巴鲁,斯巴鲁WRX,yibaowrxsti
111,斯巴鲁,旭豹,sibalucrosstrek
111,斯巴鲁,森林人,sibalusenlinren
113,道奇,Charger,charger-5990
113,道奇,Rampage,rampage
113,道奇,挑战者 SRT,tiaozhanzhesrt
115,东风风行,星海S7,fengxingxinghais7
115,东风风行,星海T5,xinghait5
115,东风风行,星海V6,xinghaiv6
115,东风风行,星海V9,fengxingyuguanchadianhundong
115,东风风行,星海X5,xinghaix5
115,东风风行,菱智,lingzhi
115,东风风行,菱智PLUS,lingzhiplus
115,东风风行,菱智新能源,lingzhim5ev
115,东风风行,风行M7,fengxingm7
115,东风风行,风行MPV,fengxingmpv
115,东风风行,风行S50 EV,jingyis50ev
115,东风风行,风行T5,fengxingx5s
115,东风风行,风行T5 EVO,fengxingsx5g
115,东风风行,风行游艇,fengxingm4
115,东风风行,风行游艇新能源,fengxingyoutingxinnengyuan
115,东风风行,风行雷霆,fengxingfriday-9726
127,别克,Electra,biekeelectra
127,别克,Electra-L,electral
127,别克,Electra-LT,electralt
127,别克,世纪,biekeshiji
127,别克,别克E5,electraes
127,别克,别克GL8,biekegl8
127,别克,别克GL8 插电混动,biekegl8chadianhundong
127,别克,别克OMPV概念车,biekeompvgainianche
127,别克,别克至境E7,biekee7
127,别克,别克至境L7,zhijingjiaochexiandaoche
127,别克,别克至境世家,shijia
127,别克,君威,xinjunwei
127,别克,君越,xinjunyue
127,别克,威朗,weilangverano
127,别克,微蓝VELITE 6 纯电动,biekevelite6
127,别克,昂科威Plus,envision
127,别克,昂科威S,angkeweis
128,福田,图雅诺,tuyanuo
128,福田,图雅诺Pro,tuyanuopro
128,福田,图雅诺X5,tuyanuox5
128,福田,图雅诺X5新能源,tuyanuox5ev
128,福田,图雅诺X6,tuyanuodav
128,福田,图雅诺X6新能源,tuyanuox6xinnengyuan
128,福田,图雅诺X7,tuyanuox7
128,福田,图雅诺X7新能源,tuyanuox7xinnengyuan
128,福田,图雅诺X8,tuyanuodamai
128,福田,图雅诺X8新能源,tuyanuox8xinnengyuan
128,福田,图雅诺智蓝,tuyanuo-5252
128,福田,大将军EV,tuoluzheev
128,福田,大将军F9,jiangjunf9
128,福田,大将军F9 EV,dajiangjunf9ev
128,福田,大将军F9 SUV,dajiangjunf9suv
128,福田,大将军G7,dajiangjung7
128,福田,大将军G9,dajiangjun
128,福田,大将军G9 SUV,dajiangjung9suv
128,福田,奥铃CTS,aolingcts
128,福田,奥铃CTX,aoling
128,福田,奥铃大黄蜂,aolingdahuangfeng
128,福田,奥铃捷运,aolingjieyun
128,福田,奥铃新捷运,aolingxinjieyun
128,福田,奥铃速运,aolingsuyun
128,福田,征服者plus,zhengfuzheplus
128,福田,拓陆者驭途,tuoluzheyusheng
128,福田,时代EV6,shidaiev6
128,福田,时代EV7,futianshidaiev7
128,福田,时代M3,shidaim3
128,福田,时代领航,shidaiqingka
128,福田,欧曼EST-A,oumanesta
128,福田,欧航R pro,ouhang
128,福田,欧马可 智蓝电动轻卡,oumakezhilandiandongqingka
128,福田,欧马可S1,oumakes1-7163
128,福田,欧马可S3,oumakes3
128,福田,火星7,huoxing7
128,福田,火星7 PHEV,huoxing7phev
128,福田,火星9,huoxing
128,福田,火星9 PHEV,huoxingphev
128,福田,瑞沃E3,ruiwoe3
128,福田,瑞沃ES3,ruiwoes3
128,福田,瑞沃Q5,ruiwoq5
128,福田,瑞沃Q9,ruiwoq9
128,福田,瑞沃大金刚1,ruiwodajingang1
128,福田,瑞沃大金刚3,ruiwodajingang3
128,福田,瑞沃大金刚ES5,ruiwodajinganges5
128,福田,瑞沃大金刚ES7,ruiwodajinganges7
128,福田,瑞沃小金刚,ruiwoxiaojingang
128,福田,祥菱M,xianglingm
128,福田,祥菱M EV,xianglingev
128,福田,祥菱Q,xianglingq
128,福田,祥菱Q EV,xianglingqev
128,福田,祥菱U EV,xianglinguev
128,福田,祥菱V,aolingt3
128,福田,祥菱V EV,xianglingvev
128,福田,精灵智蓝,zhilanjinglinge5
128,福田,金刚S1,jingangs1
128,福田,钱多多,qianduoduo
128,福田,领航S1,linghangs1
128,福田,风景G5,mengpaike-2424
128,福田,风景G7,xinfengjingg7
128,福田,风景G9,mengpaikes
128,福田,风景T7,fengjingt7
128,福田,风景i,fengjingi7
128,福田,风景智蓝G5,fengjingg5ev
128,福田,风景智蓝G7,fengjingzhilan
129,北汽昌河,北斗星X5E,beidouxingx5e
132,五十铃,D-MAX,dmax
132,五十铃,D-MAX(海外),dmax-haiwai-9101
132,五十铃,RE-MAX 瑞迈,ruimai
132,五十铃,牧游侠,mux
132,五十铃,翼放EC,yifangec
132,五十铃,翼放EM,yifangem
